term,category,status,quarantine_reason,hebrew_script,source,variants
baal bayit,real_estate,active,,,round2:deepseek-flash,ba'al bayit
baalut,real_estate,active,,,round2:deepseek-flash,
binyan,real_estate,active,,,round2:deepseek-flash,
chatzer,real_estate,active,,,round2:deepseek-flash,khatzer|hatzer|chatser|chazer
chelka,real_estate,active,,,round2:deepseek-flash,chelkah|khelka|helka
choze,real_estate,active,,,round2:deepseek-flash,chozeh|khoze|hoze
choze sechirut,real_estate,active,,,round2:deepseek-flash,khoze sekhirut|hoze sehirut
dmei sechirut,real_estate,active,,,round2:deepseek-flash,dmei sekhirut|dmei sehirut
gush,real_estate,active,,,round2:deepseek-flash,gus
hatzaa,real_estate,active,,,round2:deepseek-flash,hatzaah|hatsaa|hazaa
heter bniya,real_estate,active,,,round2:deepseek-flash,heter bniyah
kablan,real_estate,active,,,round2:deepseek-flash,
karka,real_estate,active,,,round2:deepseek-flash,karkah
koma,real_estate,active,,,round2:deepseek-flash,komah
ma'alit,real_estate,active,,,round2:deepseek-flash,maalit
maskir,real_estate,active,,,round2:deepseek-flash,
mechir lamishtaken,real_estate,active,,,round2:deepseek-flash,mekhir lamishtaken|mehir lamishtaken
metavech,real_estate,active,,,round2:deepseek-flash,metavec|metavekh|metaveh
nadlan,real_estate,active,,,round2:deepseek-flash,
pinui binui,real_estate,active,,,round2:deepseek-flash,pinui binuih
sechirut,real_estate,active,,,round2:deepseek-flash,sekhirut|sehirut
shamai,real_estate,active,,,round2:deepseek-flash,shamaih
shikun,real_estate,active,,,round2:deepseek-flash,
socher,real_estate,active,,,round2:deepseek-flash,sokher|soher
agunah,religious,active,,,round2:deepseek-flash,aguna
amidah,religious,active,,,round2:deepseek-flash,amida
aron kodesh,religious,active,,,round2:deepseek-flash,aron kodes
birkat hamazon,religious,active,,,round2:deepseek-flash,
chag,religious,active,,,english-hebrew-mixed-sentences,khag|hag
chuppah,religious,active,,,round2:deepseek-flash,chuppa|khuppah|huppah
giyur,religious,active,,,round2:deepseek-flash,
kaparot,religious,active,,,round2:deepseek-flash,
ketubah,religious,active,,,round2:deepseek-flash,ketuba
kever,religious,active,,,round2:deepseek-flash,
kol nidre,religious,active,,,english-hebrew-mixed-sentences,kol nidreh
machzor,religious,active,,,round2:deepseek-flash,makhzor|mahzor
mikve,religious,active,,,english-hebrew-mixed-sentences,mikveh
mohel,religious,active,,,round2:deepseek-flash,
netilat yadayim,religious,active,,,round2:deepseek-flash,
pidyon haben,religious,active,,,english-hebrew-mixed-sentences,
rosh chodesh,religious,active,,,english-hebrew-mixed-sentences,rosh chodes|rosh khodesh|rosh hodesh
sandak,religious,active,,,round2:deepseek-flash,
shalom zachar,religious,active,,,round2:deepseek-flash,shalom zakhar|shalom zahar
sheva brachot,religious,active,,,english-hebrew-mixed-sentences,sheva brakhot|sheva brahot
siddur,religious,active,,,round2:deepseek-flash,
tashlich,religious,active,,,round2:deepseek-flash,tashlic|tashlikh|tashlih
tisha bav,religious,active,,,english-hebrew-mixed-sentences,
tu bishvat,religious,active,,,english-hebrew-mixed-sentences,
upsherin,religious,active,,,english-hebrew-mixed-sentences,
yichud,religious,active,,,round2:deepseek-flash,yikhud|yihud
zeved habat,religious,active,,,round2:deepseek-flash,
arba minim,religious_calendar,active,,,generated:deepseek-flash,
aveilut,religious_calendar,active,,,generated:deepseek-flash,
baal teshuva,religious_calendar,active,,,generated:deepseek-flash,baal teshuvah
beit knesset,religious_calendar,active,,,generated:deepseek-flash,
beit midrash,religious_calendar,active,,,generated:deepseek-flash,beit midras
besamim,religious_calendar,active,,,generated:deepseek-flash,
bracha,religious_calendar,active,,,generated:deepseek-flash,brachah|brakha|braha
brachot,religious_calendar,active,,,generated:deepseek-flash,brakhot|brahot
chagim,religious_calendar,active,,,generated:deepseek-flash,khagim|hagim
chanukiah,religious_calendar,active,,,generated:deepseek-flash,chanukia|khanukiah|hanukiah
charedi,religious_calendar,active,,,generated:deepseek-flash,charedih|kharedi|haredi
chazan,religious_calendar,active,,,generated:deepseek-flash,khazan|hazan
chesed,religious_calendar,active,,,generated:deepseek-flash,khesed|hesed
chevra kadisha,religious_calendar,active,,,generated:deepseek-flash,chevra kadishah|khevra kadisha|hevra kadisha
chiloni,religious_calendar,active,,,generated:deepseek-flash,chilonih|khiloni|hiloni
dati,religious_calendar,active,,,generated:deepseek-flash,datih
dati leumi,religious_calendar,active,,,generated:deepseek-flash,dati leumih
etrog,religious_calendar,active,,,generated:deepseek-flash,
gabbai,religious_calendar,active,,,generated:deepseek-flash,gabbaih
gemara,religious_calendar,active,,,generated:deepseek-flash,gemarah
hakafot,religious_calendar,active,,,generated:deepseek-flash,
halacha,religious_calendar,active,,,generated:deepseek-flash,halachah|halakha|halaha
havdalah,religious_calendar,active,,,generated:deepseek-flash,havdala
heder,religious_calendar,active,,,generated:deepseek-flash,cheder
kiddush,religious_calendar,active,,,generated:deepseek-flash,kiddus
kollel,religious_calendar,active,,,generated:deepseek-flash,
levaya,religious_calendar,active,,,generated:deepseek-flash,levayah
levivot,religious_calendar,active,,,generated:deepseek-flash,
lulav,religious_calendar,active,,,generated:deepseek-flash,
maariv,religious_calendar,active,,,generated:deepseek-flash,
masorti,religious_calendar,active,,,generated:deepseek-flash,masortih
megillah,religious_calendar,active,,,generated:deepseek-flash,megilla
mincha,religious_calendar,active,,,generated:deepseek-flash,minchah|minkha|minha
minyan,religious_calendar,active,,,generated:deepseek-flash,
mishloach manot,religious_calendar,active,,,generated:deepseek-flash,mishloakh manot|mishloah manot
motzash,religious_calendar,active,,,generated:deepseek-flash,motzas|motsash|mozash
musaf,religious_calendar,active,,,generated:deepseek-flash,
neilah,religious_calendar,active,,,generated:deepseek-flash,neila
nichum aveilim,religious_calendar,active,,,generated:deepseek-flash,nikhum aveilim|nihum aveilim
parsha,religious_calendar,active,,,generated:deepseek-flash,parshah
sefer torah,religious_calendar,active,,,generated:deepseek-flash,sefer tora
selichot,religious_calendar,active,,,generated:deepseek-flash,selikhot|selihot
seudah,religious_calendar,active,,,generated:deepseek-flash,seuda
shacharit,religious_calendar,active,,,generated:deepseek-flash,shakharit|shaharit
shamash,religious_calendar,active,,,generated:deepseek-flash,shamas
shemini atzeret,religious_calendar,active,,,generated:deepseek-flash,shemini atseret|shemini azeret
shloshim,religious_calendar,active,,,generated:deepseek-flash,
taanit esther,religious_calendar,active,,,generated:deepseek-flash,
tahara,religious_calendar,active,,,generated:deepseek-flash,taharah
talmid chacham,religious_calendar,active,,,generated:deepseek-flash,talmid khakham|talmid haham
tanach,religious_calendar,active,,,generated:deepseek-flash,tanac|tanakh|tanah
tefillah,religious_calendar,active,,,generated:deepseek-flash,tefilla
tzedakah,religious_calendar,active,,,generated:deepseek-flash,tzedaka|tsedakah|zedakah
tzitzit,religious_calendar,active,,,generated:deepseek-flash,tsitsit|zizit
yizkor,religious_calendar,active,,,generated:deepseek-flash,
doar,services,active,,,english-hebrew-mixed-sentences,
moked,services,active,,,english-hebrew-mixed-sentences,
agala,shopping,active,,,round2:deepseek-flash,agalah
agorot,shopping,active,,,round2:deepseek-flash,
chanut,shopping,active,,,round2:deepseek-flash,khanut|hanut
hamashbir lazarchan,shopping,active,,,round2:deepseek-flash,hamashbir lazarkhan|hamashbir lazarhan
hanachot,shopping,active,,,round2:deepseek-flash,hanakhot|hanahot
hashbonit,shopping,active,,,round2:deepseek-flash,
kartis debit,shopping,active,,,round2:deepseek-flash,
kenyon,shopping,active,,,round2:deepseek-flash,
kesef,shopping,active,,,round2:deepseek-flash,
kimat hinam,shopping,active,,,round2:deepseek-flash,kimat chinam
kniya,shopping,active,,,round2:deepseek-flash,kniyah
kniyot,shopping,active,,,round2:deepseek-flash,
kupa,shopping,active,,,english-hebrew-mixed-sentences,kupah
kupa otomatit,shopping,active,,,round2:deepseek-flash,
maayan 2000,shopping,active,,,english-hebrew-mixed-sentences,
makolet,shopping,active,,,english-hebrew-mixed-sentences,
mecher,shopping,active,,,round2:deepseek-flash,mekher|meher
mechiron,shopping,active,,,round2:deepseek-flash,mekhiron|mehiron
merkaz kniyot,shopping,active,,,round2:deepseek-flash,
mezuman,shopping,active,,,round2:deepseek-flash,
mivtza,shopping,active,,,round2:deepseek-flash,mivtzah|mivtsa|mivza
osher ad,shopping,active,,,english-hebrew-mixed-sentences,
rami levy,shopping,active,,,english-hebrew-mixed-sentences,
sal,shopping,active,,,round2:deepseek-flash,
shefa shuk,shopping,active,,,round2:deepseek-flash,
shufersal,shopping,active,,,english-hebrew-mixed-sentences,
shuk hayir,shopping,active,,,round2:deepseek-flash,
tashlum,shopping,active,,,round2:deepseek-flash,
tashlumim,shopping,active,,,round2:deepseek-flash,
beseder,slang,active,,,english-hebrew-mixed-sentences,
combina,slang,active,,,english-hebrew-mixed-sentences,combinah
freier,slang,active,,,english-hebrew-mixed-sentences,
shtuyot,slang,active,,,english-hebrew-mixed-sentences,
shabbaton,social,active,,,english-hebrew-mixed-sentences,
simcha,social,active,,,english-hebrew-mixed-sentences,simchah|simkha|simha
maccabi,sports,active,,,english-hebrew-mixed-sentences,maccabih
chavila,telecoms,active,,,round2:deepseek-flash,chavilah|khavila|havila
chibur,telecoms,active,,,round2:deepseek-flash,khibur|hibur
dakot,telecoms,active,,,round2:deepseek-flash,
gisha,telecoms,active,,,round2:deepseek-flash,gishah
hitkashrut,telecoms,active,,,round2:deepseek-flash,
kartis sim,telecoms,active,,,round2:deepseek-flash,
kartis zikaron,telecoms,active,,,round2:deepseek-flash,
kav kavvi,telecoms,active,,,round2:deepseek-flash,kav kavvih
kav nayad,telecoms,active,,,round2:deepseek-flash,
kishur,telecoms,active,,,round2:deepseek-flash,
kod ezor,telecoms,active,,,round2:deepseek-flash,
kod medina,telecoms,active,,,round2:deepseek-flash,kod medinah
machshev,telecoms,active,,,round2:deepseek-flash,makhshev|mahshev
mispar kavvi,telecoms,active,,,round2:deepseek-flash,mispar kavvih
mispar nayad,telecoms,active,,,round2:deepseek-flash,
nayad,telecoms,active,,,round2:deepseek-flash,
nayadim,telecoms,active,,,round2:deepseek-flash,
reshet,telecoms,active,,,round2:deepseek-flash,
reshet nayad,telecoms,active,,,round2:deepseek-flash,
ta koli,telecoms,active,,,round2:deepseek-flash,ta kolih
tnaim,telecoms,active,,,round2:deepseek-flash,tna'im
tziltzul,telecoms,active,,,round2:deepseek-flash,tsiltsul|zilzul
motzei shabbat,time,active,,,english-hebrew-mixed-sentences,motsei shabbat|mozei shabbat
shavua,time,active,,,english-hebrew-mixed-sentences,shavuah
barad,time_weather,active,,,round2:deepseek-flash,
chamsin,time_weather,active,,,round2:deepseek-flash,khamsin|hamsin
chatzot,time_weather,active,,,round2:deepseek-flash,khatzot|hatzot|chatsot|chazot
chol hamoed,time_weather,active,,,round2:deepseek-flash,khol hamoed|hol hamoed
choref,time_weather,active,,,round2:deepseek-flash,khoref|horef
erev chag,time_weather,active,,,round2:deepseek-flash,erev khag|erev hag
erev shabbat,time_weather,active,,,round2:deepseek-flash,
geshem,time_weather,active,,,round2:deepseek-flash,
kayitz,time_weather,active,,,round2:deepseek-flash,kayits|kayiz
kor,time_weather,active,,,round2:deepseek-flash,
motzei chag,time_weather,active,,,round2:deepseek-flash,motzei khag|motzei hag|motsei chag|mozei chag
raam,time_weather,active,,,round2:deepseek-flash,
ruach,time_weather,active,,,round2:deepseek-flash,ruac|ruakh|ruah
sharav,time_weather,active,,,round2:deepseek-flash,
sheleg,time_weather,active,,,round2:deepseek-flash,
shkia,time_weather,active,,,round2:deepseek-flash,shkiah
sof shavua,time_weather,active,,,round2:deepseek-flash,sof shavuah
tzeit hakochavim,time_weather,active,,,round2:deepseek-flash,tzeit hakokhavim|tzeit hakohavim|tseit hakochavim|zeit hakochavim
yom chamishi,time_weather,active,,,round2:deepseek-flash,yom chamishih|yom khamishi|yom hamishi
yom chofesh,time_weather,active,,,round2:deepseek-flash,yom chofes|yom khofesh|yom hofesh
yom revi'i,time_weather,active,,,round2:deepseek-flash,yom revii|yom reviih
yom rishon,time_weather,active,,,round2:deepseek-flash,
yom sheni,time_weather,active,,,round2:deepseek-flash,yom shenih
yom shishi,time_weather,active,,,round2:deepseek-flash,yom shishih
yom shlishi,time_weather,active,,,round2:deepseek-flash,yom shlishih
yom tov,time_weather,active,,,round2:deepseek-flash,
tzimmer,tourism,active,,,english-hebrew-mixed-sentences,tsimmer|zimmer
atzor,transport_geography,active,,,generated:deepseek-flash,atsor|azor
benzin,transport_geography,active,,,generated:deepseek-flash,
bevakasha,transport_geography,active,,,generated:deepseek-flash,bevakashah
chanaya,transport_geography,active,,,generated:deepseek-flash,chanayah|khanaya|hanaya
chanyon,transport_geography,active,,,generated:deepseek-flash,khanyon|hanyon
delek,transport_geography,active,,,generated:deepseek-flash,
derech,transport_geography,active,,,generated:deepseek-flash,derec|derekh|dereh
derech tzleha,transport_geography,active,,,generated:deepseek-flash,derech tzlehah|derekh tzleha|dereh tzleha|derech tsleha
dmei chanaya,transport_geography,active,,,generated:deepseek-flash,dmei chanayah|dmei khanaya|dmei hanaya
dmei kvish,transport_geography,active,,,generated:deepseek-flash,dmei kvis
dmei nesia,transport_geography,active,,,generated:deepseek-flash,dmei nesiah
kartis,transport_geography,active,,,generated:deepseek-flash,
kartis hofshi,transport_geography,active,,,generated:deepseek-flash,kartis hofshih
kartisiya,transport_geography,active,,,generated:deepseek-flash,kartisiyah
kav,transport_geography,active,,,generated:deepseek-flash,
kavim,transport_geography,active,,,generated:deepseek-flash,kaavim
kikar,transport_geography,active,,,generated:deepseek-flash,
kivun,transport_geography,active,,,generated:deepseek-flash,
kvish,transport_geography,active,,,generated:deepseek-flash,kvis
le'at,transport_geography,active,,,generated:deepseek-flash,leat
lehitraot,transport_geography,active,,,generated:deepseek-flash,
maavar chatzaya,transport_geography,active,,,generated:deepseek-flash,maavar chatzayah|maavar khatzaya|maavar hatzaya|maavar chatsaya
machsom,transport_geography,active,,,generated:deepseek-flash,makhsom|mahsom
mahir,transport_geography,active,,,generated:deepseek-flash,
masaa,transport_geography,active,,,generated:deepseek-flash,masaah
mechir,transport_geography,active,,,generated:deepseek-flash,mekhir|mehir
mechonit,transport_geography,active,,,generated:deepseek-flash,mekhonit|mehonit
nesia,transport_geography,active,,,generated:deepseek-flash,nesiah
nesia tova,transport_geography,active,,,generated:deepseek-flash,nesia tovah
ofanayim,transport_geography,active,,,generated:deepseek-flash,
ofnoa,transport_geography,active,,,generated:deepseek-flash,ofno'a|ofnoah
otobus,transport_geography,active,,,generated:deepseek-flash,
otobusim,transport_geography,active,,,generated:deepseek-flash,
pkak,transport_geography,active,,,generated:deepseek-flash,
ramzor,transport_geography,active,,,generated:deepseek-flash,
rehov,transport_geography,active,,,generated:deepseek-flash,
sderot,transport_geography,active,,,generated:deepseek-flash,
shalem,transport_geography,active,,,generated:deepseek-flash,
sherut,transport_geography,active,,,generated:deepseek-flash,
slicha,transport_geography,active,,,generated:deepseek-flash,slichah|slikha|sliha
smol,transport_geography,active,,,generated:deepseek-flash,
smola,transport_geography,active,,,generated:deepseek-flash,smolah
solela,transport_geography,active,,,generated:deepseek-flash,solelah
tachana,transport_geography,active,,,generated:deepseek-flash,tachanah|takhana|tahana
tachanat benzin,transport_geography,active,,,generated:deepseek-flash,takhanat benzin|tahanat benzin
tachanat mishpat,transport_geography,active,,,generated:deepseek-flash,takhanat mishpat|tahanat mishpat
tachanat otobus,transport_geography,active,,,generated:deepseek-flash,takhanat otobus|tahanat otobus
tachanat sherut,transport_geography,active,,,generated:deepseek-flash,takhanat sherut|tahanat sherut
tachanot,transport_geography,active,,,generated:deepseek-flash,takhanot|tahanot
toda,transport_geography,active,,,generated:deepseek-flash,todah
toda raba,transport_geography,active,,,generated:deepseek-flash,toda rabah
tzomet,transport_geography,active,,,generated:deepseek-flash,tsomet|zomet
yamin,transport_geography,active,,,generated:deepseek-flash,
yamina,transport_geography,active,,,generated:deepseek-flash,yaminah
yashar,transport_geography,active,,,generated:deepseek-flash,
zuz,transport_geography,active,,,generated:deepseek-flash,
hashalom,transportation,active,,,english-hebrew-mixed-sentences,
kvish echad,transportation,active,,,english-hebrew-mixed-sentences,kvish ekhad|kvish ehad
kvish shesh,transportation,active,,,english-hebrew-mixed-sentences,kvish shes
monit,transportation,active,,,english-hebrew-mixed-sentences,
rakevet,transportation,active,,,english-hebrew-mixed-sentences,
rav kav,transportation,active,,,english-hebrew-mixed-sentences,
tachana merkazit,transportation,active,,,english-hebrew-mixed-sentences,takhana merkazit|tahana merkazit
yitzhak navon,transportation,active,,,english-hebrew-mixed-sentences,yitshak navon|yizhak navon
agrat rishayon,vehicles,active,,,round2:deepseek-flash,
chelek,vehicles,active,,,round2:deepseek-flash,khelek|helek
chidush rishayon,vehicles,active,,,round2:deepseek-flash,khidush rishayon|hidush rishayon
doach,vehicles,active,,,round2:deepseek-flash,do'ach|doac|doakh|doah
doach chaniya,vehicles,active,,,round2:deepseek-flash,doach chaniyah|doakh khaniya|doah haniya
galgal,vehicles,active,,,round2:deepseek-flash,
mas rechev,vehicles,active,,,round2:deepseek-flash,mas rekhev|mas rehev
mishpat,vehicles,active,,,round2:deepseek-flash,
mispar rechev,vehicles,active,,,round2:deepseek-flash,mispar rekhev|mispar rehev
monit sherut,vehicles,active,,,round2:deepseek-flash,
more nehiga,vehicles,active,,,round2:deepseek-flash,more nehigah
nahag,vehicles,active,,,round2:deepseek-flash,
rechev,vehicles,active,,,round2:deepseek-flash,rekhev|rehev
rechev tziburi,vehicles,active,,,round2:deepseek-flash,rechev tziburih|rekhev tziburi|rehev tziburi|rechev tsiburi
rishayon nehiga,vehicles,active,,,round2:deepseek-flash,rishayon nehigah
tahanat delek,vehicles,active,,,round2:deepseek-flash,
teunah,vehicles,active,,,round2:deepseek-flash,teuna
tipul,vehicles,active,,,round2:deepseek-flash,
tzad gimel,vehicles,active,,,round2:deepseek-flash,tsad gimel|zad gimel
shemesh,weather,active,,,english-hebrew-mixed-sentences,shemes
bituach menahalim,work,active,,,round2:deepseek-flash,bituakh menahalim|bituah menahalim
bruto,work,active,,,round2:deepseek-flash,brutoh
chok avoda,work,active,,,round2:deepseek-flash,chok avodah|khok avoda|hok avoda
chozeh avoda,work,active,,,round2:deepseek-flash,chozeh avodah|khozeh avoda|hozeh avoda
chufsha,work,active,,,round2:deepseek-flash,chufshah|khufsha|hufsha
dmei chufsha,work,active,,,round2:deepseek-flash,dmei chufshah|dmei khufsha|dmei hufsha
hafrasha,work,active,,,round2:deepseek-flash,hafrashah
hanhala,work,active,,,round2:deepseek-flash,hanhalah
heskem kolektivi,work,active,,,round2:deepseek-flash,heskem kolektivih
hitpatrut,work,active,,,round2:deepseek-flash,
koach adam,work,active,,,round2:deepseek-flash,koakh adam|koah adam
maasik,work,active,,,round2:deepseek-flash,
machala,work,active,,,round2:deepseek-flash,machalah|makhala|mahala
maskoret,work,active,,,round2:deepseek-flash,
mishmeret,work,active,,,round2:deepseek-flash,
neto,work,active,,,round2:deepseek-flash,netoh
nikuim,work,active,,,round2:deepseek-flash,
oved,work,active,,,round2:deepseek-flash,
piturim,work,active,,,round2:deepseek-flash,
pitzuim,work,active,,,round2:deepseek-flash,pitsuim|pizuim
reayon avoda,work,active,,,round2:deepseek-flash,reayon avodah
sachar,work,active,,,round2:deepseek-flash,sakhar|sahar
sachar minimum,work,active,,,round2:deepseek-flash,sakhar minimum|sahar minimum
sachir,work,active,,,english-hebrew-mixed-sentences,sakhir|sahir
tlush,work,active,,,round2:deepseek-flash,tlus
tlush maskoret,work,active,,,round2:deepseek-flash,
vaad ovedim,work,active,,,round2:deepseek-flash,
yemei chufsha,work,active,,,round2:deepseek-flash,yemei chufshah|yemei khufsha|yemei hufsha
yemei machala,work,active,,,round2:deepseek-flash,yemei machalah|yemei makhala|yemei mahala
